Atr_id,Atr_name,Attribute,Attribute_final_score,Attribute_score_neg,Attribute_score_neu,Attribute_score_pos,Category,Excl_from_vslzn,City,District,Place,State,Formatted_Address,Lat,Lng,Pincode
539,Alarnatha Temple,architecture,100,0,0,4,Heritage,No,NULL,Puri District,Puri,Odisha,"Temple, NH 316, Brahmagiri, Puri District, Odisha",19.740201,85.566259,752011
539,Alarnatha Temple,art,28.57142857,3,2,2,Heritage,No,NULL,Puri District,Puri,Odisha,"Temple, NH 316, Brahmagiri, Puri District, Odisha",19.740201,85.566259,752011
539,Alarnatha Temple,religion,0,1,1,0,Heritage,No,NULL,Puri District,Puri,Odisha,"Temple, NH 316, Brahmagiri, Puri District, Odisha",19.740201,85.566259,752011
539,Alarnatha Temple,history,50,1,0,1,Heritage,No,NULL,Puri District,Puri,Odisha,"Temple, NH 316, Brahmagiri, Puri District, Odisha",19.740201,85.566259,752011
542,Albert Hall,architecture,65.51724138,4,6,19,Heritage,No,Jaipur,Jaipur District,Jaipur,Rajasthan,"Albert Hall Museum, Thandi Sarak, Kailash Puri, Adarsh Nagar, Jaipur, Jaipur District, Jaipur, Rajasthan",26.911918,75.819524,302004
542,Albert Hall,culture,84.61538462,1,1,11,Heritage,No,Jaipur,Jaipur District,Jaipur,Rajasthan,"Albert Hall Museum, Thandi Sarak, Kailash Puri, Adarsh Nagar, Jaipur, Jaipur District, Jaipur, Rajasthan",26.911918,75.819524,302004
542,Albert Hall,religion,69.23076923,2,2,9,Heritage,No,Jaipur,Jaipur District,Jaipur,Rajasthan,"Albert Hall Museum, Thandi Sarak, Kailash Puri, Adarsh Nagar, Jaipur, Jaipur District, Jaipur, Rajasthan",26.911918,75.819524,302004
542,Albert Hall,art,78.18181818,7,5,43,Heritage,No,Jaipur,Jaipur District,Jaipur,Rajasthan,"Albert Hall Museum, Thandi Sarak, Kailash Puri, Adarsh Nagar, Jaipur, Jaipur District, Jaipur, Rajasthan",26.911918,75.819524,302004
542,Albert Hall,history,71.42857143,2,2,10,Heritage,No,Jaipur,Jaipur District,Jaipur,Rajasthan,"Albert Hall Museum, Thandi Sarak, Kailash Puri, Adarsh Nagar, Jaipur, Jaipur District, Jaipur, Rajasthan",26.911918,75.819524,302004
9099,Albert Hall Museum,art,68.05555556,20,26,98,Heritage,No,Jaipur,Jaipur District,Agrasen Hospital Marg Adarsh Nagar Jaipur 302004,Rajasthan,"Albert Hall Museum, Thandi Sarak, Kailash Puri, Adarsh Nagar, Jaipur, Jaipur District, Jaipur, Rajasthan",26.911918,75.819524,302004
9099,Albert Hall Museum,religion,59.09090909,3,6,13,Heritage,No,Jaipur,Jaipur District,Agrasen Hospital Marg Adarsh Nagar Jaipur 302004,Rajasthan,"Albert Hall Museum, Thandi Sarak, Kailash Puri, Adarsh Nagar, Jaipur, Jaipur District, Jaipur, Rajasthan",26.911918,75.819524,302004
9099,Albert Hall Museum,architecture,73.58490566,6,8,39,Heritage,No,Jaipur,Jaipur District,Agrasen Hospital Marg Adarsh Nagar Jaipur 302004,Rajasthan,"Albert Hall Museum, Thandi Sarak, Kailash Puri, Adarsh Nagar, Jaipur, Jaipur District, Jaipur, Rajasthan",26.911918,75.819524,302004
9099,Albert Hall Museum,culture,58.33333333,3,2,7,Heritage,No,Jaipur,Jaipur District,Agrasen Hospital Marg Adarsh Nagar Jaipur 302004,Rajasthan,"Albert Hall Museum, Thandi Sarak, Kailash Puri, Adarsh Nagar, Jaipur, Jaipur District, Jaipur, Rajasthan",26.911918,75.819524,302004
9099,Albert Hall Museum,history,80.95238095,2,6,34,Heritage,No,Jaipur,Jaipur District,Agrasen Hospital Marg Adarsh Nagar Jaipur 302004,Rajasthan,"Albert Hall Museum, Thandi Sarak, Kailash Puri, Adarsh Nagar, Jaipur, Jaipur District, Jaipur, Rajasthan",26.911918,75.819524,302004
543,Alchi Choskor,architecture,25,3,0,1,Heritage,No,Leh,Leh Ladakh District,Ladakh (Leh),Jammu & Kashmir,"The Grand Ladakh, Leh, Leh Ladakh District, Leh, Jammu & Kashmir",34.1612,77.581,194101
543,Alchi Choskor,art,62.5,1,2,5,Heritage,No,Leh,Leh Ladakh District,Ladakh (Leh),Jammu & Kashmir,"The Grand Ladakh, Leh, Leh Ladakh District, Leh, Jammu & Kashmir",34.1612,77.581,194101
543,Alchi Choskor,culture,0,0,2,0,Heritage,No,Leh,Leh Ladakh District,Ladakh (Leh),Jammu & Kashmir,"The Grand Ladakh, Leh, Leh Ladakh District, Leh, Jammu & Kashmir",34.1612,77.581,194101
543,Alchi Choskor,history,100,0,0,1,Heritage,No,Leh,Leh Ladakh District,Ladakh (Leh),Jammu & Kashmir,"The Grand Ladakh, Leh, Leh Ladakh District, Leh, Jammu & Kashmir",34.1612,77.581,194101
543,Alchi Choskor,religion,100,0,0,1,Heritage,No,Leh,Leh Ladakh District,Ladakh (Leh),Jammu & Kashmir,"The Grand Ladakh, Leh, Leh Ladakh District, Leh, Jammu & Kashmir",34.1612,77.581,194101
8871,Alchi Monastary,architecture,64.64646465,15,20,64,Heritage,No,NULL,Leh Ladakh District,South Bank of the Indus River 67 kms west of Leh Alchi,Jammu & Kashmir,"Alchi, Khalsi, Leh Ladakh District, Jammu & Kashmir",34.158787,77.26264,194107
8871,Alchi Monastary,history,66.66666667,3,8,22,Heritage,No,NULL,Leh Ladakh District,South Bank of the Indus River 67 kms west of Leh Alchi,Jammu & Kashmir,"Alchi, Khalsi, Leh Ladakh District, Jammu & Kashmir",34.158787,77.26264,194107
8871,Alchi Monastary,art,75.47169811,13,13,80,Heritage,No,NULL,Leh Ladakh District,South Bank of the Indus River 67 kms west of Leh Alchi,Jammu & Kashmir,"Alchi, Khalsi, Leh Ladakh District, Jammu & Kashmir",34.158787,77.26264,194107
8871,Alchi Monastary,culture,69.56521739,3,4,16,Heritage,No,NULL,Leh Ladakh District,South Bank of the Indus River 67 kms west of Leh Alchi,Jammu & Kashmir,"Alchi, Khalsi, Leh Ladakh District, Jammu & Kashmir",34.158787,77.26264,194107
8871,Alchi Monastary,religion,57.89473684,5,3,11,Heritage,No,NULL,Leh Ladakh District,South Bank of the Indus River 67 kms west of Leh Alchi,Jammu & Kashmir,"Alchi, Khalsi, Leh Ladakh District, Jammu & Kashmir",34.158787,77.26264,194107
545,Alepidevi Temple,culture,100,0,0,1,Heritage,No,NULL,Allahabad District,Allahabad,Uttar Pradesh,"Temple, Soraon, Allahabad District, Uttar Pradesh",25.543648,81.887626,211013
6820,Alexander Point,activity,50,1,1,2,Hill-Station,No,Matheran,Raigarh District;Raigad District,Matheran,Maharashtra,"Matheran Heart Point, Belvedere Road, Karjat, Raigarh District, Matheran, Maharashtra",18.960696,73.266826,410102
6820,Alexander Point,view,100,0,0,3,Hill-Station,No,Matheran,Raigarh District;Raigad District,Matheran,Maharashtra,"Matheran Heart Point, Belvedere Road, Karjat, Raigarh District, Matheran, Maharashtra",18.960696,73.266826,410102
6820,Alexander Point,landscape,50,0,1,1,Hill-Station,No,Matheran,Raigarh District;Raigad District,Matheran,Maharashtra,"Matheran Heart Point, Belvedere Road, Karjat, Raigarh District, Matheran, Maharashtra",18.960696,73.266826,410102
9924,Alexander Point,view,73.46938776,13,13,72,Hill-Station,No,Matheran,Raigarh District;Raigad District,Matheran,Maharashtra,"Matheran Heart Point, Belvedere Road, Karjat, Raigarh District, Matheran, Maharashtra",18.960696,73.266826,410102
9924,Alexander Point,activity,74.57627119,9,6,44,Hill-Station,No,Matheran,Raigarh District;Raigad District,Matheran,Maharashtra,"Matheran Heart Point, Belvedere Road, Karjat, Raigarh District, Matheran, Maharashtra",18.960696,73.266826,410102
9924,Alexander Point,landscape,70,6,3,21,Hill-Station,No,Matheran,Raigarh District;Raigad District,Matheran,Maharashtra,"Matheran Heart Point, Belvedere Road, Karjat, Raigarh District, Matheran, Maharashtra",18.960696,73.266826,410102
9924,Alexander Point,climate,88.88888889,1,0,8,Hill-Station,No,Matheran,Raigarh District;Raigad District,Matheran,Maharashtra,"Matheran Heart Point, Belvedere Road, Karjat, Raigarh District, Matheran, Maharashtra",18.960696,73.266826,410102
45,Alibag Beach,activity,64.81481481,7,12,35,Beach,No,Alibag,Raigarh District;Raigad District,Alibaug,Maharashtra,"Alibaug Beach, Limaye Wadi, Alibag, Raigarh District, Alibag, Maharashtra",18.638864,72.871795,402201
45,Alibag Beach,food,65,3,4,13,Beach,No,Alibag,Raigarh District;Raigad District,Alibaug,Maharashtra,"Alibaug Beach, Limaye Wadi, Alibag, Raigarh District, Alibag, Maharashtra",18.638864,72.871795,402201
45,Alibag Beach,view,75,2,1,9,Beach,No,Alibag,Raigarh District;Raigad District,Alibaug,Maharashtra,"Alibaug Beach, Limaye Wadi, Alibag, Raigarh District, Alibag, Maharashtra",18.638864,72.871795,402201
45,Alibag Beach,cleanliness,62.5,3,0,5,Beach,No,Alibag,Raigarh District;Raigad District,Alibaug,Maharashtra,"Alibaug Beach, Limaye Wadi, Alibag, Raigarh District, Alibag, Maharashtra",18.638864,72.871795,402201
7699,Alibag Beach,activity,64.48598131,21,17,69,Beach,No,Alibag,Raigarh District;Raigad District,Raigad District Alibaug,Maharashtra,"Alibaug Beach, Limaye Wadi, Alibag, Raigarh District, Alibag, Maharashtra",18.638864,72.871795,402201
7699,Alibag Beach,view,76.92307692,2,1,10,Beach,No,Alibag,Raigarh District;Raigad District,Raigad District Alibaug,Maharashtra,"Alibaug Beach, Limaye Wadi, Alibag, Raigarh District, Alibag, Maharashtra",18.638864,72.871795,402201
7699,Alibag Beach,food,61.70212766,11,7,29,Beach,No,Alibag,Raigarh District;Raigad District,Raigad District Alibaug,Maharashtra,"Alibaug Beach, Limaye Wadi, Alibag, Raigarh District, Alibag, Maharashtra",18.638864,72.871795,402201
7699,Alibag Beach,cleanliness,28.57142857,6,4,4,Beach,No,Alibag,Raigarh District;Raigad District,Raigad District Alibaug,Maharashtra,"Alibaug Beach, Limaye Wadi, Alibag, Raigarh District, Alibag, Maharashtra",18.638864,72.871795,402201
7827,"Alibag Beach, Alibag",cleanliness,0,1,2,0,Beach,No,Alibag,Raigarh District;Raigad District,Mahavir Chowk Road Alibaug 402201,Maharashtra,"Alibaug Beach, Limaye Wadi, Alibag, Raigarh District, Alibag, Maharashtra",18.638864,72.871795,402201
7827,"Alibag Beach, Alibag",food,71.42857143,2,0,5,Beach,No,Alibag,Raigarh District;Raigad District,Mahavir Chowk Road Alibaug 402201,Maharashtra,"Alibaug Beach, Limaye Wadi, Alibag, Raigarh District, Alibag, Maharashtra",18.638864,72.871795,402201
7827,"Alibag Beach, Alibag",activity,59.375,8,5,19,Beach,No,Alibag,Raigarh District;Raigad District,Mahavir Chowk Road Alibaug 402201,Maharashtra,"Alibaug Beach, Limaye Wadi, Alibag, Raigarh District, Alibag, Maharashtra",18.638864,72.871795,402201
7827,"Alibag Beach, Alibag",view,100,0,0,4,Beach,No,Alibag,Raigarh District;Raigad District,Mahavir Chowk Road Alibaug 402201,Maharashtra,"Alibaug Beach, Limaye Wadi, Alibag, Raigarh District, Alibag, Maharashtra",18.638864,72.871795,402201
548,Aliganj Temple,culture,0,1,1,0,Heritage,No,Lucknow,Lucknow District,Lucknow,Uttar Pradesh,"Aliganj Temple, Mahanagar Extension, Lucknow, Lucknow District, Lucknow, Uttar Pradesh",26.879839,80.948572,226006
548,Aliganj Temple,religion,100,0,0,1,Heritage,No,Lucknow,Lucknow District,Lucknow,Uttar Pradesh,"Aliganj Temple, Mahanagar Extension, Lucknow, Lucknow District, Lucknow, Uttar Pradesh",26.879839,80.948572,226006
548,Aliganj Temple,art,66.66666667,1,1,4,Heritage,No,Lucknow,Lucknow District,Lucknow,Uttar Pradesh,"Aliganj Temple, Mahanagar Extension, Lucknow, Lucknow District, Lucknow, Uttar Pradesh",26.879839,80.948572,226006
549,Aligarh Fort,architecture,20,1,3,1,Heritage,No,Aligarh,Aligarh District,Aligarh,Uttar Pradesh,"Aligarh Fort, Fort Enclave, Masud Nagar, Koil, Aligarh District, Aligarh, Uttar Pradesh",27.930157,78.063174,202001
549,Aligarh Fort,religion,0,1,0,0,Heritage,No,Aligarh,Aligarh District,Aligarh,Uttar Pradesh,"Aligarh Fort, Fort Enclave, Masud Nagar, Koil, Aligarh District, Aligarh, Uttar Pradesh",27.930157,78.063174,202001
549,Aligarh Fort,art,0,1,0,0,Heritage,No,Aligarh,Aligarh District,Aligarh,Uttar Pradesh,"Aligarh Fort, Fort Enclave, Masud Nagar, Koil, Aligarh District, Aligarh, Uttar Pradesh",27.930157,78.063174,202001
8544,Alines Beauty Care,food,76.92307692,3,6,30,Beach,No,Candolim,North Goa District,Ground Floor Sea Mist Building Near Fortune Hotel Candolim Bardez 403515,Goa,"Grill and Bar by The Sea, Bardez, North Goa District, Candolim, Goa",15.505051,73.767804,403515
8544,Alines Beauty Care,activity,69.35483871,13,25,86,Beach,No,Candolim,North Goa District,Ground Floor Sea Mist Building Near Fortune Hotel Candolim Bardez 403515,Goa,"Grill and Bar by The Sea, Bardez, North Goa District, Candolim, Goa",15.505051,73.767804,403515
8544,Alines Beauty Care,view,84.21052632,2,1,16,Beach,No,Candolim,North Goa District,Ground Floor Sea Mist Building Near Fortune Hotel Candolim Bardez 403515,Goa,"Grill and Bar by The Sea, Bardez, North Goa District, Candolim, Goa",15.505051,73.767804,403515
8544,Alines Beauty Care,cleanliness,80,0,1,4,Beach,No,Candolim,North Goa District,Ground Floor Sea Mist Building Near Fortune Hotel Candolim Bardez 403515,Goa,"Grill and Bar by The Sea, Bardez, North Goa District, Candolim, Goa",15.505051,73.767804,403515
10574,Aliyar Dam,view,62.5,10,11,35,Hill-Station,No,Pollachi,Coimbatore District,Valparai Near Pollachi Valparai 642001,Tamil Nadu,"Pollachi Mariamman Temple, Vinayagar Kovil, Pollachi, Coimbatore District, Pollachi, Tamil Nadu",10.655874,77.008946,642001
10574,Aliyar Dam,landscape,69.87951807,12,13,58,Hill-Station,No,Pollachi,Coimbatore District,Valparai Near Pollachi Valparai 642001,Tamil Nadu,"Pollachi Mariamman Temple, Vinayagar Kovil, Pollachi, Coimbatore District, Pollachi, Tamil Nadu",10.655874,77.008946,642001
10574,Aliyar Dam,activity,72.81553398,12,16,75,Hill-Station,No,Pollachi,Coimbatore District,Valparai Near Pollachi Valparai 642001,Tamil Nadu,"Pollachi Mariamman Temple, Vinayagar Kovil, Pollachi, Coimbatore District, Pollachi, Tamil Nadu",10.655874,77.008946,642001
10574,Aliyar Dam,climate,93.33333333,0,1,14,Hill-Station,No,Pollachi,Coimbatore District,Valparai Near Pollachi Valparai 642001,Tamil Nadu,"Pollachi Mariamman Temple, Vinayagar Kovil, Pollachi, Coimbatore District, Pollachi, Tamil Nadu",10.655874,77.008946,642001
10271,Aliyar Dam Reservoir Park,activity,73.33333333,19,9,77,Hill-Station,No,NULL,Coimbatore District,foothills of Valparai Coimbatore,Tamil Nadu,"Akkamalai Check Dam, Valparai, Coimbatore District, Tamil Nadu",10.33817,77.000353,642130
10271,Aliyar Dam Reservoir Park,landscape,67.0212766,16,15,63,Hill-Station,No,NULL,Coimbatore District,foothills of Valparai Coimbatore,Tamil Nadu,"Akkamalai Check Dam, Valparai, Coimbatore District, Tamil Nadu",10.33817,77.000353,642130
10271,Aliyar Dam Reservoir Park,climate,72.72727273,3,0,8,Hill-Station,No,NULL,Coimbatore District,foothills of Valparai Coimbatore,Tamil Nadu,"Akkamalai Check Dam, Valparai, Coimbatore District, Tamil Nadu",10.33817,77.000353,642130
10271,Aliyar Dam Reservoir Park,view,78.04878049,4,5,32,Hill-Station,No,NULL,Coimbatore District,foothills of Valparai Coimbatore,Tamil Nadu,"Akkamalai Check Dam, Valparai, Coimbatore District, Tamil Nadu",10.33817,77.000353,642130
552,All Saints Cathedral,architecture,50,2,0,2,Heritage,No,NULL,Allahabad District,Allahabad,Uttar Pradesh,"Mail AH AN Pulpit All AH A Bad Post Office, Phulpur, Allahabad District, Uttar Pradesh",25.620207,82.051846,212402
552,All Saints Cathedral,history,100,0,0,1,Heritage,No,NULL,Allahabad District,Allahabad,Uttar Pradesh,"Mail AH AN Pulpit All AH A Bad Post Office, Phulpur, Allahabad District, Uttar Pradesh",25.620207,82.051846,212402
552,All Saints Cathedral,religion,100,0,0,1,Heritage,No,NULL,Allahabad District,Allahabad,Uttar Pradesh,"Mail AH AN Pulpit All AH A Bad Post Office, Phulpur, Allahabad District, Uttar Pradesh",25.620207,82.051846,212402
568,All Saints Church,art,100,0,0,1,Heritage,No,Shillong,East Khasi Hills District,Shillong,Meghalaya,"All Saints Church, La Chaumiere, Mylliem, East Khasi Hills District, Shillong, Meghalaya",25.569099,91.884642,793001
568,All Saints Church,architecture,100,0,0,2,Heritage,No,Shillong,East Khasi Hills District,Shillong,Meghalaya,"All Saints Church, La Chaumiere, Mylliem, East Khasi Hills District, Shillong, Meghalaya",25.569099,91.884642,793001
10012,All Saints Church,landscape,71.69811321,8,7,38,Hill-Station,No,Shillong,East Khasi Hills District,Shillong,Meghalaya,"All Saints Church, La Chaumiere, Mylliem, East Khasi Hills District, Shillong, Meghalaya",25.569099,91.884642,793001
10012,All Saints Church,activity,73.45132743,12,18,83,Hill-Station,No,Shillong,East Khasi Hills District,Shillong,Meghalaya,"All Saints Church, La Chaumiere, Mylliem, East Khasi Hills District, Shillong, Meghalaya",25.569099,91.884642,793001
10012,All Saints Church,climate,66.66666667,3,1,8,Hill-Station,No,Shillong,East Khasi Hills District,Shillong,Meghalaya,"All Saints Church, La Chaumiere, Mylliem, East Khasi Hills District, Shillong, Meghalaya",25.569099,91.884642,793001
10012,All Saints Church,view,67.56756757,6,6,25,Hill-Station,No,Shillong,East Khasi Hills District,Shillong,Meghalaya,"All Saints Church, La Chaumiere, Mylliem, East Khasi Hills District, Shillong, Meghalaya",25.569099,91.884642,793001
557,Allahabad Fort,history,100,0,0,1,Heritage,No,Prayagraj,Allahabad District,Allahabad,Uttar Pradesh,"Allahabad Fort, Triveni Bandh Prayag, Pura Padain, Allahabad, Allahabad District, Prayagraj, Uttar Pradesh",25.46565496,81.83887255,211005
557,Allahabad Fort,architecture,80,0,1,4,Heritage,No,Prayagraj,Allahabad District,Allahabad,Uttar Pradesh,"Allahabad Fort, Triveni Bandh Prayag, Pura Padain, Allahabad, Allahabad District, Prayagraj, Uttar Pradesh",25.46565496,81.83887255,211005
557,Allahabad Fort,art,66.66666667,1,0,2,Heritage,No,Prayagraj,Allahabad District,Allahabad,Uttar Pradesh,"Allahabad Fort, Triveni Bandh Prayag, Pura Padain, Allahabad, Allahabad District, Prayagraj, Uttar Pradesh",25.46565496,81.83887255,211005
8812,Allahabad Fort,religion,65,2,5,13,Heritage,No,Prayagraj,Allahabad District,Minto Park Allahabad 211002,Uttar Pradesh,"Minto Road, Stanley Road, Civil Lines, Allahabad, Allahabad District, Prayagraj, Uttar Pradesh",25.46565496,81.83887255,211002
8812,Allahabad Fort,architecture,64.51612903,24,20,80,Heritage,No,Prayagraj,Allahabad District,Minto Park Allahabad 211002,Uttar Pradesh,"Minto Road, Stanley Road, Civil Lines, Allahabad, Allahabad District, Prayagraj, Uttar Pradesh",25.46565496,81.83887255,211002
8812,Allahabad Fort,art,66.66666667,10,10,40,Heritage,No,Prayagraj,Allahabad District,Minto Park Allahabad 211002,Uttar Pradesh,"Minto Road, Stanley Road, Civil Lines, Allahabad, Allahabad District, Prayagraj, Uttar Pradesh",25.46565496,81.83887255,211002
8812,Allahabad Fort,culture,75,2,1,9,Heritage,No,Prayagraj,Allahabad District,Minto Park Allahabad 211002,Uttar Pradesh,"Minto Road, Stanley Road, Civil Lines, Allahabad, Allahabad District, Prayagraj, Uttar Pradesh",25.46565496,81.83887255,211002
8812,Allahabad Fort,history,77.27272727,2,3,17,Heritage,No,Prayagraj,Allahabad District,Minto Park Allahabad 211002,Uttar Pradesh,"Minto Road, Stanley Road, Civil Lines, Allahabad, Allahabad District, Prayagraj, Uttar Pradesh",25.46565496,81.83887255,211002
558,Allahabad Museum,art,75,0,1,3,Heritage,No,Prayagraj,Allahabad District,Allahabad,Uttar Pradesh,"Allahabad Museum, Kamla Nehru Road, Colonel Ganj, Allahabad, Allahabad District, Prayagraj, Uttar Pradesh",25.456759,81.849053,211001
558,Allahabad Museum,religion,100,0,0,1,Heritage,No,Prayagraj,Allahabad District,Allahabad,Uttar Pradesh,"Allahabad Museum, Kamla Nehru Road, Colonel Ganj, Allahabad, Allahabad District, Prayagraj, Uttar Pradesh",25.456759,81.849053,211001
558,Allahabad Museum,culture,100,0,0,1,Heritage,No,Prayagraj,Allahabad District,Allahabad,Uttar Pradesh,"Allahabad Museum, Kamla Nehru Road, Colonel Ganj, Allahabad, Allahabad District, Prayagraj, Uttar Pradesh",25.456759,81.849053,211001
8287,Alleppey Backwaters,food,65.04065041,20,23,80,Beach,No,Alappuzha,Alappuzha District,Alappuzha,Kerala,"Alleppey Backwaters, Ambalappuzha, Alappuzha District, Alappuzha, Kerala",9.51244,76.3657,688013
8287,Alleppey Backwaters,activity,61.34453782,26,20,73,Beach,No,Alappuzha,Alappuzha District,Alappuzha,Kerala,"Alleppey Backwaters, Ambalappuzha, Alappuzha District, Alappuzha, Kerala",9.51244,76.3657,688013
8287,Alleppey Backwaters,view,78.78787879,3,4,26,Beach,No,Alappuzha,Alappuzha District,Alappuzha,Kerala,"Alleppey Backwaters, Ambalappuzha, Alappuzha District, Alappuzha, Kerala",9.51244,76.3657,688013
8287,Alleppey Backwaters,cleanliness,66.66666667,2,3,10,Beach,No,Alappuzha,Alappuzha District,Alappuzha,Kerala,"Alleppey Backwaters, Ambalappuzha, Alappuzha District, Alappuzha, Kerala",9.51244,76.3657,688013
33,Alleppey Beach,view,64,1,8,16,Beach,No,Alappuzha,Alappuzha District,Alappuzha (Alleppey),Kerala,"Beach Road, Kommadi, Ambalappuzha, Alappuzha District, Alappuzha, Kerala",9.500172437,76.3206299,688013
33,Alleppey Beach,activity,71.42857143,14,14,70,Beach,No,Alappuzha,Alappuzha District,Alappuzha (Alleppey),Kerala,"Beach Road, Kommadi, Ambalappuzha, Alappuzha District, Alappuzha, Kerala",9.500172437,76.3206299,688013
33,Alleppey Beach,cleanliness,88.23529412,0,2,15,Beach,No,Alappuzha,Alappuzha District,Alappuzha (Alleppey),Kerala,"Beach Road, Kommadi, Ambalappuzha, Alappuzha District, Alappuzha, Kerala",9.500172437,76.3206299,688013
33,Alleppey Beach,food,65.85365854,7,7,27,Beach,No,Alappuzha,Alappuzha District,Alappuzha (Alleppey),Kerala,"Beach Road, Kommadi, Ambalappuzha, Alappuzha District, Alappuzha, Kerala",9.500172437,76.3206299,688013
9411,Almatti Dam,art,64.70588235,15,15,55,Heritage,No,NULL,Bijapur District,On Krishna River Bijapur,Chhattisgarh,"Talperu River, Bijapur, Bijapur District, Chhattisgarh",18.573279,81.174955,494450
9411,Almatti Dam,architecture,74.66666667,11,8,56,Heritage,No,NULL,Bijapur District,On Krishna River Bijapur,Chhattisgarh,"Talperu River, Bijapur, Bijapur District, Chhattisgarh",18.573279,81.174955,494450
9411,Almatti Dam,culture,50,2,5,7,Heritage,No,NULL,Bijapur District,On Krishna River Bijapur,Chhattisgarh,"Talperu River, Bijapur, Bijapur District, Chhattisgarh",18.573279,81.174955,494450
9411,Almatti Dam,history,76.92307692,2,1,10,Heritage,No,NULL,Bijapur District,On Krishna River Bijapur,Chhattisgarh,"Talperu River, Bijapur, Bijapur District, Chhattisgarh",18.573279,81.174955,494450
9411,Almatti Dam,religion,87.5,1,1,14,Heritage,No,NULL,Bijapur District,On Krishna River Bijapur,Chhattisgarh,"Talperu River, Bijapur, Bijapur District, Chhattisgarh",18.573279,81.174955,494450
10382,Alsafar India,view,42.85714286,1,3,3,Hill-Station,No,New Delhi,North District,New Delhi,Delhi,"Bank of India, Bawana Road, Narela, Narela, North District, New Delhi, Delhi",28.847811,77.087871,110040
10382,Alsafar India,activity,50,5,1,6,Hill-Station,No,New Delhi,North District,New Delhi,Delhi,"Bank of India, Bawana Road, Narela, Narela, North District, New Delhi, Delhi",28.847811,77.087871,110040
10382,Alsafar India,landscape,62.5,2,1,5,Hill-Station,No,New Delhi,North District,New Delhi,Delhi,"Bank of India, Bawana Road, Narela, Narela, North District, New Delhi, Delhi",28.847811,77.087871,110040
561,Altinho,culture,100,0,0,3,Heritage,No,Panaji,North Goa District,Panjim,Goa,"Altinho, Tiswadi, North Goa District, Panaji, Goa",15.482575,73.828389,403001
561,Altinho,art,100,0,0,3,Heritage,No,Panaji,North Goa District,Panjim,Goa,"Altinho, Tiswadi, North Goa District, Panaji, Goa",15.482575,73.828389,403001
561,Altinho,history,100,0,0,1,Heritage,No,Panaji,North Goa District,Panjim,Goa,"Altinho, Tiswadi, North Goa District, Panaji, Goa",15.482575,73.828389,403001
561,Altinho,architecture,100,0,0,2,Heritage,No,Panaji,North Goa District,Panjim,Goa,"Altinho, Tiswadi, North Goa District, Panaji, Goa",15.482575,73.828389,403001
567,Amar Kutir,architecture,60,1,3,6,Heritage,No,New Delhi,North East District,Santiniketan,Delhi,"Amar Kutir, Block D, Bhajanpura, Seelam Pur, North East District, New Delhi, Delhi",28.698776,77.26187,110053
567,Amar Kutir,art,71.42857143,0,2,5,Heritage,No,New Delhi,North East District,Santiniketan,Delhi,"Amar Kutir, Block D, Bhajanpura, Seelam Pur, North East District, New Delhi, Delhi",28.698776,77.26187,110053
567,Amar Kutir,history,0,0,1,0,Heritage,No,New Delhi,North East District,Santiniketan,Delhi,"Amar Kutir, Block D, Bhajanpura, Seelam Pur, North East District, New Delhi, Delhi",28.698776,77.26187,110053
567,Amar Kutir,religion,100,0,0,2,Heritage,No,New Delhi,North East District,Santiniketan,Delhi,"Amar Kutir, Block D, Bhajanpura, Seelam Pur, North East District, New Delhi, Delhi",28.698776,77.26187,110053
569,Amar Mahal Museum,architecture,0,0,1,0,Heritage,No,NULL,Jammu District,Jammu,Jammu & Kashmir,"Kamla Sheesh Mahal, Jammu, Jammu District, Jammu & Kashmir",32.777129,74.786731,181206
569,Amar Mahal Museum,religion,100,0,0,1,Heritage,No,NULL,Jammu District,Jammu,Jammu & Kashmir,"Kamla Sheesh Mahal, Jammu, Jammu District, Jammu & Kashmir",32.777129,74.786731,181206
8293,Amarabati Park,view,40,3,6,6,Beach,No,Digha Purba Medinipur District,Purba Medinipur District,New Digha Digha 721428,West Bengal,"Amarabati Lake, Palsandapur, Ramnagar I, Purba Medinipur District, Digha Purba Medinipur District, West Bengal",21.623046,87.503814,721428
8293,Amarabati Park,activity,67.27272727,6,12,37,Beach,No,Digha Purba Medinipur District,Purba Medinipur District,New Digha Digha 721428,West Bengal,"Amarabati Lake, Palsandapur, Ramnagar I, Purba Medinipur District, Digha Purba Medinipur District, West Bengal",21.623046,87.503814,721428
8293,Amarabati Park,cleanliness,66.66666667,2,1,6,Beach,No,Digha Purba Medinipur District,Purba Medinipur District,New Digha Digha 721428,West Bengal,"Amarabati Lake, Palsandapur, Ramnagar I, Purba Medinipur District, Digha Purba Medinipur District, West Bengal",21.623046,87.503814,721428
8293,Amarabati Park,food,72.72727273,0,3,8,Beach,No,Digha Purba Medinipur District,Purba Medinipur District,New Digha Digha 721428,West Bengal,"Amarabati Lake, Palsandapur, Ramnagar I, Purba Medinipur District, Digha Purba Medinipur District, West Bengal",21.623046,87.503814,721428
8742,Amaravati Buddhist Site,architecture,75,3,5,24,Heritage,No,Sattenapalle,Guntur District,Guntur District 33 km from Vijayawada Haritha Berm Park Guntur 522403,Andhra Pradesh,"Guntur Welding Works, Sattenapalle Main Road, Sattenapalle, Guntur District, Sattenapalle, Andhra Pradesh",16.39611,80.143449,522403
